id	count	name	formula
TT1	1	4-BENZYL-3-[(2-CHLOROBENZYL)SULFANYL]-5-THIOPHEN-2-YL-4H-1,2,4-TRIAZOLE	C20 H16 CL N3 S2
2RL	1	N-(4-CHLOROPHENYL)-7-[(6,7-DIMETHOXYQUINOLIN-4-YL)OXY]-2,3-DIHYDRO-1,4-BENZOXAZINE-4-CARBOXAMIDE	C26 H22 CL N3 O5
W43	1	5-(7-(6-CHLORO-4-(5-HYDRO-4-METHYL-2-OXAZOLYL)PHENOXY)HEPTYL)-3-METHYL ISOXAZOLE	C21 H27 CL N2 O3
C4S	1	2'-DEOXY-4'-THIOCYTIDINE 5'-(DIHYDROGEN PHOSPHATE)	C9 H14 N3 O6 P S
S4G	1	2'-DEOXY-4'-THIOGUANOSINE 5'-(DIHYDROGEN PHOSPHATE)	C10 H14 N5 O6 P S
S4A	1	2'-DEOXY-4'-THIOADENOSINE 5'-(DIHYDROGEN PHOSPHATE)	C10 H14 N5 O5 P S
P28	1	3',5'-DINITRO-N-ACETYL-L-THYRONINE	C17 H15 N3 O9
E35	1	ETHYL 3,5-DIHYDROXYBENZOATE	C9 H10 O4
W8R	1	5-(7-(5-HYDRO-4-METHYL-2-OXAZOLYL)PHENOXY)HEPTYL)-3-METHYL ISOXAZOLE	C21 H28 N2 O3
JDT	1	2'-DEOXY-5-ETHYLURIDINE 5'-(DIHYDROGEN PHOSPHATE)	C11 H17 N2 O8 P
W59	1	5-(7-(5-HYDRO-4-ETHYL-2-OXAZOLYL)PHENOXY)HEPTYL)-3-METHYL ISOXAZOLE	C22 H30 N2 O3
W56	1	5-(5-(4-(5-HYDRO-4-METHYL-2-OXAZOLYL)PHENOXY)PENTYL)-3-METHYL ISOXAZOLE	C19 H24 N2 O3
EPN	1	3-(4-NITRO-PHENOXY)-PROPAN-1-OL	C9 H11 N O4
FPO	1	FLUORO-PHOSPHITE ION	F O3 P -2
2QM	1	N~2~-{[(S)-CARBOXY(4-HYDROXYPHENYL)METHYL]CARBAMOYL}-N~6~-(4-IODOBENZOYL)-L-LYSINE	C22 H24 I N3 O7
RO4	1	[[1-[N-HYDROXY-ACETAMIDYL]-3-METHYL-BUTYL]-CARBONYL-LEUCINYL]-ALANINE ETHYL ESTER	C19 H35 N3 O6
2LK	1	1-(4-CHLOROBENZYL)-5-(3,5-DIMETHYL-1,2-OXAZOL-4-YL)-1H-BENZIMIDAZOLE	C19 H16 CL N3 O
0FA	1	N~2~-PHOSPHONO-L-LEUCINAMIDE	C6 H15 N2 O4 P
2TB	1	1,3-DIAMINO-4,5,6-TRIHYDROXY-CYCLOHEXANE	C6 H16 N2 O3 2
PLT	1	[3-HYDROXY-2-METHYL-5-PHOSPHONOOXYMETHYL-PYRIDIN-4-YLMETHYL]-L-TRYPTOPHANE	C19 H20 N3 O7 P
U02	1	[2-(3-{[6-(1-BENZYL-PROPYL)-4-HYDROXY-2-OXO-2H-PYRAN-3-YL]-CYCLOPROPYL-METHYL}-PHENYLCARBAMOYL)-ETHYL]-CARBAMIC ACID TERT-BUTYL ESTER	C33 H38 N2 O6
IN8	1	[2-(5-MERCAPTO-[1,3,4]THIADIAZOL-2-YLCARBAMOYL)-1-PHENYL-ETHYL]-CARBAMIC ACID BENZYL ESTER	C19 H18 N4 O3 S2
FD5	1	[5-[3-[2-[[4-[2-[1-AZANYL-7-[2-[4-[METHYL-BIS(OXIDANYL)-$L^{4}-SULFANYL]PHENYL]HYDRAZINYL]-8-OXIDANYL-3,6-BIS[TRIS(OXIDANYL)-$L^{4}-SULFANYL]NAPHTHALEN-2-YL]HYDRAZINYL]PHENYL]-BIS(OXIDANYL)-$L^{4}-SULFANYL]ETHOXY]-7,8-DIMETHYL-2,4-BIS(OXIDANYLIDENE)BENZO[G]PTERIDIN-10-YL]-2,3,4-TRIS(OXIDANYL)PENTYL] DIHYDROGEN PHOSPHATE	C42 H54 N9 O21 P S4
MWL	1	3-PHENYL-4-(PYRIDIN-4-YL)-6-[4-(PYRIMIDIN-2-YL)PIPERAZIN-1-YL]PYRIDAZINE	C23 H21 N7
LK3	1	N-{[6-(PENTYLOXY)NAPHTHALEN-2-YL]SULFONYL}-D-GLUTAMIC ACID	C20 H25 N O7 S
LK4	1	N-({6-[(4-CYANOBENZYL)OXY]NAPHTHALEN-2-YL}SULFONYL)-D-GLUTAMIC ACID	C23 H20 N2 O7 S
GVL	1	O-[(R)-{[(3R)-4-AMINO-3-HYDROXY-2,2-DIMETHYL-4-OXOBUTYL]OXY}(HYDROXY)PHOSPHORYL]-L-SERINE	C9 H19 N2 O8 P
GVF	1	BENZENE-1,2,3,4-TETRAYL TETRAKIS[DIHYDROGEN (PHOSPHATE)]	C6 H10 O16 P4
GVH	1	1H-PYRROLO[2,3-B]PYRIDINE	C7 H6 N2
GVI	1	N-METHYL-1-[4-(9H-PURIN-6-YL)PHENYL]METHANAMINE	C13 H13 N5
GVJ	1	(S)-1-PHENYL-1-[4-(9H-PURIN-6-YL)PHENYL]METHANAMINE	C18 H15 N5
GVK	1	6-{4-[4-(4-CHLOROPHENYL)PIPERIDIN-4-YL]PHENYL}-9H-PURINE	C22 H20 CL N5
GVM	1	(3R)-3-HYDROXY-5,5-DIMETHYLHEXANOIC ACID	C8 H16 O3
GVG	1	3-METHYL-4-PHENYL-1H-PYRAZOLE	C10 H10 N2
L15	1	2-[4-(3-METHYL-1H-PYRAZOL-4-YL)PHENYL]ETHANAMINE	C12 H15 N3
GVN	1	(2R)-2-(4-CHLOROPHENYL)-2-[4-(1H-PYRAZOL-4-YL)PHENYL]ETHANAMINE	C17 H16 CL N3
GVO	1	(2S)-2-(4-CHLOROPHENYL)-2-[4-(1H-PYRAZOL-4-YL)PHENYL]ETHANAMINE	C17 H16 CL N3
GVQ	1	(2R)-2-(4-CHLOROPHENYL)-2-PHENYLETHANAMINE	C14 H14 CL N
2GG	1	5-(5-CHLORO-2,4-DIHYDROXYPHENYL)-N-ETHYL-4-(4-METHOXYPHENYL)ISOXAZOLE-3-CARBOXAMIDE	C19 H17 CL N2 O5
G50	1	3-(4-HYDROXYPHENYL)-1-(2,4,6-TRIHYDROXYPHENYL)PROPAN-1-ONE	C15 H14 O5
LYP	1	N~6~-METHYL-N~6~-PROPYL-L-LYSINE	C10 H22 N2 O2
TH3	1	TRANS DELTA2 PALMITENOYL-COENZYMEA	C37 H64 N7 O17 P3 S
C3Y	1	S-[(1S)-1-HYDROXY-1-(HYDROXYAMINO)ETHYL]-L-CYSTEINE	C5 H12 N2 O4 S
HI1	1	METHYL [(1S)-1-({2-[(4R)-4-BENZYL-4-HYDROXY-5-{[(1S,2R)-2-HYDROXY-2,3-DIHYDRO-1H-INDEN-1-YL]AMINO}-5-OXOPENTYL]-2-(4-BROMOBENZYL)HYDRAZINO}CARBONYL)-2,2-DIMETHYLPROPYL]CARBAMATE	C36 H45 BR N4 O6
HV1	1	METHYL [(1S)-1-({2-[(4R)-4-BENZYL-4-HYDROXY-5-{[(1S,2R)-2-HYDROXY-2,3-DIHYDRO-1H-INDEN-1-YL]AMINO}-5-OXOPENTANOYL]-2-(4-BROMOBENZYL)HYDRAZINO}CARBONYL)-2,2-DIMETHYLPROPYL]CARBAMATE	C36 H43 BR N4 O7
H33	1	8-CHLORO-1,3-DIMETHYL-3,7-DIHYDRO-1H-PURINE-2,6-DIONE	C7 H7 CL N4 O2
K02	1	(5R)-N,N-DIETHYL-5-METHYL-2-[(THIOPHEN-2-YLCARBONYL)AMINO]-4,5,6,7-TETRAHYDRO-1-BENZOTHIOPHENE-3-CARBOXAMIDE	C19 H24 N2 O2 S2
K03	1	N,N-DIETHYL-5,5-DIMETHYL-2-[(2-THIENYLCARBONYL)AMINO]-4,5,6,7-TETRAHYDRO-1-BENZOTHIOPHENE-3-CARBOXAMIDE	C20 H26 N2 O2 S2
C75	1	4-{5-[(Z)-(2-IMINO-4-OXO-1,3-THIAZOLIDIN-5-YLIDENE)METHYL]-2-FURYL}-N-METHYLBENZENESULFONAMIDE	C15 H13 N3 O4 S2
C85	1	4-{5-[(Z)-(2-IMINO-4-OXO-1,3-THIAZOLIDIN-5-YLIDENE)METHYL]FURAN-2-YL}BENZENESULFONAMIDE	C14 H11 N3 O4 S2
C95	1	4-{5-[(Z)-(2-IMINO-4-OXO-1,3-THIAZOLIDIN-5-YLIDENE)METHYL]FURAN-2-YL}BENZOIC ACID	C15 H10 N2 O4 S
C94	1	4-{5-[(Z)-(2-IMINO-4-OXO-1,3-THIAZOLIDIN-5-YLIDENE)METHYL]FURAN-2-YL}-2-(TRIFLUOROMETHYL)BENZENESULFONAMIDE	C15 H10 F3 N3 O4 S2
C96	1	4-{5-[(1Z)-1-(2-IMINO-4-OXO-1,3-THIAZOLIDIN-5-YLIDENE)ETHYL]-2-FURYL}BENZENESULFONAMIDE	C15 H13 N3 O4 S2
C62	1	4-{5-[(Z)-(2,4-DIOXO-1,3-THIAZOLIDIN-5-YLIDENE)METHYL]FURAN-2-YL}BENZENESULFONAMIDE	C14 H10 N2 O5 S2
9B6	1	7-(3,5-DIMETHYLISOXAZOL-4-YL)-8-METHOXY-1-(2-(TRIFLUOROMETHOXY)PHENYL)-1H-IMIDAZO[4,5-C][1,5]NAPHTHYRIDIN-2(3H)-ONE	C22 H16 F3 N5 O4
SS3	1	(2S)-1-{[5-(3-METHYL-1H-INDAZOL-5-YL)PYRIDIN-3-YL]OXY}-3-PHENYLPROPAN-2-AMINE	C22 H22 N4 O
SS5	1	(2S)-1-[3-(CYCLOHEXYLMETHOXY)PHENYL]-3-{[5-(3-METHYL-1H-INDAZOL-5-YL)PYRIDIN-3-YL]OXY}PROPAN-2-AMINE	C29 H34 N4 O2
SS4	1	3-PYRIDIN-4-YL-2,4-DIHYDRO-INDENO[1,2-.C.] PYRAZOLE	C22 H21 BR N4 O
V15	1	2-AMINO-6-(2-PHENYLETHYL)PYRIMIDIN-4(3H)-ONE	C12 H13 N3 O
C53	1	2-IMINO-5-(1-PYRIDIN-2-YL-METH-(E)-YLIDENE)-1,3-THIAZOLIDIN-4-ONE	C9 H7 N3 O S
C41	1	ALISKIREN	C30 H53 N3 O6
C61	1	(2R,4S,5S,7S)-5-AMINO-N-BUTYL-4-HYDROXY-7-[4-METHOXY-3-(3-METHOXYPROPOXY)BENZYL]-2,8-DIMETHYLNONANAMIDE	C27 H48 N2 O5
C80	1	(2S,4S,5R,7R)-4-AMINO-8-(BUTYLAMINO)-5-HYDROXY-2,7-DIMETHYL-8-OXOOCTYL 1-BENZYL-1H-INDOLE-3-CARBOXYLATE	C30 H41 N3 O4
C39	1	N-[(2S,4S,5S,7R)-4-AMINO-8-(BUTYLAMINO)-5-HYDROXY-7-METHYL-2-(1-METHYLETHYL)-8-OXOOCTYL]-2-(3-METHOXYPROPOXY)BENZAMIDE	C27 H47 N3 O5
C40	1	N-[(2R,4S,5S,7R)-4-AMINO-8-(BUTYLAMINO)-5-HYDROXY-2,7-DIMETHYL-8-OXOOCTYL]-2-(3-METHOXYPROPOXY)BENZAMIDE	C25 H43 N3 O5
C47	1	METHYL (3R)-1-[(5S,6S,8R)-5-AMINO-9-BUTYLAMINO-6-HYDROXY-3,3,8-TRIMETHYL-9-OXO-NONANOYL]-3,4-DIHYDRO-2H-QUINOLINE-3-CARBOXYLATE	C27 H43 N3 O5
C35	1	N~2~-{[1-(4-CHLOROPHENYL)-5-METHYL-1H-1,2,4-TRIAZOL-3-YL]CARBONYL}-N~5~-(DIAMINOMETHYLIDENE)-L-ORNITHYL-L-LEUCYL-L-ISOLEUCYL-4-FLUORO-L-PHENYLALANINAMIDE	C37 H51 CL F N11 O5
NVG	1	4-AMINO-1-(5-{[3-(1H-BENZIMIDAZOL-2-YL)PROPANOYL]AMINO}-5-DEOXY-ALPHA-L-LYXOFURANOSYL)PYRIMIDIN-2(1H)-ONE	C19 H22 N6 O5
V12	1	5'-[(1H-BENZIMIDAZOL-2-YLACETYL)AMINO]-5'-DEOXYCYTIDINE	C18 H20 N6 O5
SG3	1	[(1E,3R,4S)-4-FLUORO-3,5-DIHYDROXY-4-METHYLPENT-1-EN-1-YL]PHOSPHONIC ACID	C6 H12 F O5 P
J54	1	(2R)-3-{[(BENZYLAMINO)CARBONYL]AMINO}-2-HYDROXYPROPANOIC ACID	C11 H14 N2 O4
NBV	1	(2R,3R,4R,5S)-1-BUTYL-2-(HYDROXYMETHYL)PIPERIDINE-3,4,5-TRIOL	C10 H21 N O4
NND	1	(2R,3R,4R,5S)-2-(HYDROXYMETHYL)-1-NONYLPIPERIDINE-3,4,5-TRIOL	C15 H31 N O4
XX6	1	2-{[(2R)-2-HYDROXY-3-(9-PHENANTHRYLOXY)PROPYL]AMINO}PROPANE-1,3-DIOL	C20 H23 N O4
R6G	1	RHODAMINE 6G	C33 H41 N3 O5
XX7	1	2-{[(2S)-2-HYDROXY-3-(9-PHENANTHRYLOXY)PROPYL]AMINO}PROPANE-1,3-DIOL	C20 H23 N O4
LZJ	1	6-(2,6-DIBROMOPHENYL)PYRIDO[2,3-D]PYRIMIDINE-2,7-DIAMINE	C13 H9 BR2 N5
LZK	1	6-(2,6-DIMETHOXYPHENYL)PYRIDO[2,3-D]PYRIMIDINE-2,7-DIAMINE	C15 H15 N5 O2
LZL	1	7-(2,5-DIHYDROPYRROL-1-YL)-6-PHENYL-PYRIDO[6,5-D]PYRIMIDIN-2-AMINE	C17 H15 N5
NJD	1	N-(1H-INDAZOL-5-YL)-N'-[2-(1H-INDOL-3-YL)ETHYL]-6-METHOXY-1,3,5-TRIAZINE-2,4-DIAMINE	C21 H20 N8 O
SAG	1	(S)-(+)-2-[4-(FLUOROBENZYLOXY-BENZYLAMINO)PROPIONAMIDE]	C17 H17 F N2 O2
C17	1	7-[(3-CHLOROBENZYL)OXY]-2-OXO-2H-CHROMENE-4-CARBALDEHYDE	C17 H11 CL O4
C18	1	7-[(3-CHLOROBENZYL)OXY]-4-[(METHYLAMINO)METHYL]-2H-CHROMEN-2-ONE	C18 H16 CL N O3
9W7	1	2-(2-CHLORO-4-NITROPHENOXY)-5-ETHYL-4-FLUOROPHENOL	C14 H11 CL F N O4
RWX	1	2-[(3S,4R)-4-[(3-BROMANYL-4-CHLORANYL-5-METHYL-1H-PYRROL-2-YL)CARBONYLAMINO]-3-METHOXY-PIPERIDIN-1-YL]-4-(2-METHYL-1,2,4-TRIAZOL-3-YL)-1,3-THIAZOLE-5-CARBOXYLIC ACID	C19 H21 BR CL N7 O4 S
09A	1	BENZYL (3S,5'R)-2-OXO-1,2-DIHYDROSPIRO[INDOLE-3,3'-PYRROLIDINE]-5'-CARBOXYLATE	C19 H18 N2 O3
PAY	1	OCTANE-1,3,5,7-TETRACARBOXYLIC ACID	C12 H18 O8
DTE	1	7-CL-D-TRYPTOPHAN	C11 H11 CL N2 O2
KDP	1	2-KETO-DEOXY-GALACTOSE	C6 H11 O9 P
2CT	1	(2-{2-[(2,5-DIMETHOXYPHENYL)AMINO]-2-OXOETHOXY}PHENYL)PHOSPHONIC ACID	C16 H18 N O7 P
3LD	1	3-HYDROXY-6-(2-PHENYLETHYL)PYRIDAZIN-4(1H)-ONE	C12 H12 N2 O2
MGQ	1	7-BENZYL GUANINE MONOPHOSPHATE	C17 H21 N5 O8 P 1
MGV	1	P-FLUORO-7-BENZYL GUANINE MONOPHOSPHATE	C17 H20 F N5 O8 P 1
MXT	1	1-(1-HYDROXY-2,2,6,6-TETRAMETHYLPIPERIDIN-4-YL)PYRROLIDINE-2,5-DIONE	C13 H22 N2 O3
4E3	1	10-bromo-2-iodo-11H-indolo[3,2-c]quinoline-6-carboxylic acid	C16 H8 Br I N2 O2
C8C	1	2-AMINO-6-[2-(1H-INDOL-6-YL)ETHYL]PYRIMIDIN-4(3H)-ONE	C14 H14 N4 O
C27	1	(6R)-2-AMINO-6-[2-(3'-METHOXYBIPHENYL-3-YL)ETHYL]-3,6-DIMETHYL-5,6-DIHYDROPYRIMIDIN-4(3H)-ONE	C21 H25 N3 O2
VAW	1	(2S,3R,4S)-METHYL 4-(2-(2-(1H-INDOL-3-YL)ETHYLAMINO)ETHYL)-2-((2S,3R,4S,5S,6R)-3,4,5-TRIHYDROXY-6-(HYDROXYMETHYL)TETRAHYDRO-2H-PYRAN-2-YLOXY)-3-VINYL-3,4-DIHYDRO-2H-PYRAN-5-CARBOXYLATE	C27 H36 N2 O9
KDF	1	3-DEOXY-ALPHA-D-ERYTHRO-HEX-2-ULOFURANOSONIC ACID	C6 H10 O6
V20	1	N6^-[(1R)-2-[(1S)-1-CARBOXY-2-(METHYLSULFANYL)ETHOXY]-2-OXO-1-(SULFANYLMETHYL)ETHYL]-6-OXO-L-LYSINE	C13 H22 N2 O7 S2
P4T	1	2-PHENYLAMINO-4-METHYL-5-ACETYL THIAZOLE	C12 H12 N2 O S
VAZ	1	N^6^-{(1R)-2-{[(1S,2R)-1-CARBOXY-2-HYDROXY-2-(METHYLSULFANYL)ETHYL]OXY}-1-[(OXIDOSULFANYL)METHYL]-2-OXOETHYL}-6-OXO-L-LYSINE	C13 H22 N2 O9 S2
VB1	1	N^6^-[(1R)-2-{[(1S)-1-CARBOXYPROPYL]AMINO}-2-OXO-1-(SULFANYLMETHYL)ETHYL]-6-OXO-L-LYSINE	C13 H23 N3 O6 S
BSJ	1	(3R,9Z)-17-[(2R,3S,4R,5R,6R)-5-AMINO-6-{[(1R,2R,3S,4R,6S)-4,6-DIAMINO-2,3-DIHYDROXYCYCLOHEXYL]OXY}-3,4-DIHYDROXYTETRAHYDRO-2H-PYRAN-2-YL]-3-HYDROXY-2,2-DIMETHYL-4,8,15-TRIOXO-12-THIA-5,9,16-TRIAZAHEPTADEC-9-EN-1-YL [(2R,3S,4R,5R)-5-(6-AMINO-9H-PURIN-9-YL)-4-HYDROXY-3-(PHOSPHONOOXY)TETRAHYDROFURAN-2-YL]METHYL DIHYDROGEN DIPHOSPHATE	C36 H62 N11 O23 P3 S
180	1	2-(S)-[N-(3-PYRIDYLSULFONYL)AMINO]-3-[[2-CARBONYL-5-[2-(PIPERIDIN-4-YL)ETHYL]-THIENO[2,3-B]THIOPHENEYL]AMINO]-PROPIONIC ACID	C22 H26 N4 O5 S3
TC7	1	2,4,5-TRICHLOROPHENOL	C6 H3 CL3 O
S17	1	METHYL 4-BROMO-N-[8-(HYDROXYAMINO)-8-OXOOCTANOYL]-L-PHENYLALANINATE	C18 H25 BR N2 O5
2GJ	1	5-[2,4-DIHYDROXY-5-(1-METHYLETHYL)PHENYL]-N-ETHYL-4-[4-(MORPHOLIN-4-YLMETHYL)PHENYL]ISOXAZOLE-3-CARBOXAMIDE	C26 H31 N3 O5
2EQ	1	5-(5-CHLORO-2,4-DIHYDROXYPHENYL)-N-ETHYL-4-[4-(MORPHOLIN-4-YLMETHYL)PHENYL]ISOXAZOLE-3-CARBOXAMIDE	C23 H24 CL N3 O5
D25	1	3-PHENYL-5-(1H-PYRAZOL-3-YL)ISOXAZOLE	C12 H9 N3 O
ZZA	1	1-PHENYL-1H-PYRAZOLE-4-CARBOXYLIC ACID	C10 H8 N2 O2
D26	1	PHENYL-5-(1H-PYRAZOL-3-YL)-1,3-THIAZOLE	C12 H9 N3 S
VC3	1	3-(4-NITROPHENYL)-1H-PYRAZOLE	C9 H7 N3 O2
D27	1	2-{[(2E)-3-(3,4-DIMETHOXYPHENYL)PROP-2-ENOYL]AMINO}BENZOIC ACID	C18 H17 N O5
D28	1	4-{[4-(4-FLUORO-3-METHYLPHENYL)-1,3-THIAZOL-2-YL]AMINO}-2-HYDROXYBENZOIC ACID	C17 H13 F N2 O3 S
P21	1	4-CHLORO-N-(3-METHOXYPROPYL)-N-[(3S)-1-(2-PHENYLETHYL)PIPERIDIN-3-YL]BENZAMIDE	C24 H31 CL N2 O2
AGG	1	TIROFIBAN	C22 H36 N2 O5 S
ASF	1	3-(BUTYLSULPHONYL)-PROPANOIC ACID	C7 H14 O4 S
IZ2	1	N-[(1S)-1-(4-BENZYL-1H-IMIDAZOL-2-YL)-2-{4-[(5S)-1,1-DIOXIDO-3-OXOISOTHIAZOLIDIN-5-YL]PHENYL}ETHYL]-3-(TRIFLUOROMETHYL)BENZENESULFONAMIDE	C28 H25 F3 N4 O5 S2
IZ3	1	3-FLUORO-N-[(1S)-1-[4-[(2-FLUOROPHENYL)METHYL]IMIDAZOL-2-YL]-2-[4-[(5S)-1,1,3-TRIOXO-1,2-THIAZOLIDIN-5-YL]PHENYL]ETHYL]BENZENESULFONAMIDE	C27 H22 F2 N4 O5 S2
IZ4	1	N-{(1S)-2-{4-[(5S)-1,1-DIOXIDO-3-OXOISOTHIAZOLIDIN-5-YL]PHENYL}-1-[(4R)-4-(2-PHENYLETHYL)-4,5-DIHYDRO-1H-IMIDAZOL-2-YL]ETHYL}-3-FLUOROBENZENESULFONAMIDE	C28 H29 F N4 O5 S2
IZ5	1	N-{(1S)-2-{4-[(5S)-1,1-DIOXIDO-3-OXOISOTHIAZOLIDIN-5-YL]PHENYL}-1-[4-(3-PHENYLPROPYL)-1H-IMIDAZOL-2-YL]ETHYL}-3-FLUOROBENZENESULFONAMIDE	C29 H29 F N4 O5 S2
GVS	1	ETHYL {3-[4-AMINO-5-{3-[(CYCLOPROPYLSULFONYL)AMINO]PROP-1-YN-1-YL}-2-OXOPYRIMIDIN-1(2H)-YL]OXETAN-3-YL}ACETATE	C17 H22 N4 O6 S
NNC	1	O-[2-(1,3-DIOXO-1,3-DIHYDRO-2H-ISOINDOL-2-YL)ETHYL] (4-CHLOROPHENYL)THIOCARBAMATE	C17 H13 CL N2 O3 S
NNB	1	O-[2-(1,3-DIOXO-1,3-DIHYDRO-2H-ISOINDOL-2-YL)ETHYL] (4-BROMOPHENYL)THIOCARBAMATE	C17 H13 BR N2 O3 S
NNI	1	O-[2-(1,3-DIOXO-1,3-DIHYDRO-2H-ISOINDOL-2-YL)ETHYL] (4-IODOPHENYL)THIOCARBAMATE	C17 H13 I N2 O3 S
V35	1	D-1-(4-CHLOROPHENYL)-2-(ACETAMIDO)ETHANE BORONIC ACID	C10 H14 B CL N O4 -1
FX3	1	5-O-[(2E)-3-(4-HYDROXY-3-METHOXYPHENYL)PROP-2-ENOYL]-ALPHA-L-RIBOFURANOSE	C15 H18 O8
REC	1	CEPHALOSPORIN	C15 H21 N3 O7 S
AD5	1	N~6~-CYCLOHEXYL-N~2~-(4-MORPHOLIN-4-YLPHENYL)-9H-PURINE-2,6-DIAMINE	C21 H27 N7 O
AD6	1	4-[(5-BROMO-1,3-THIAZOL-2-YL)AMINO]-N-METHYLBENZAMIDE	C11 H10 BR N3 O S
GSI	1	2-(5-CHLOROTHIOPHEN-2-YL)-N-[(3S)-1-(4-{2-[(DIMETHYLAMINO)METHYL]-1H-IMIDAZOL-1-YL}-2-FLUOROPHENYL)-2-OXOPYRROLIDIN-3-YL]ETHANESULFONAMIDE	C22 H25 CL F N5 O3 S2
GSV	1	2-(5-CHLOROTHIOPHEN-2-YL)-N-{(3S)-1-[3-FLUORO-2'-(METHYLSULFONYL)BIPHENYL-4-YL]-2-OXOPYRROLIDIN-3-YL}ETHANESULFONAMIDE	C23 H22 CL F N2 O5 S3
VAM	1	METHYL 4-O-(4-THIO-BETA-D-GLUCOPYRANOSYL)-BETA-D-GLUCOPYRANOSIDE	C13 H24 O10 S
Y19	1	1-DEOXY-1-{[(5S)-2,6-DIOXO-5-(PROPANOYLAMINO)-1,2,5,6-TETRAHYDROPYRIMIDIN-4-YL]AMINO}-D-RIBITOL	C12 H20 N4 O7
VG0	1	N-{(1S,2R)-1-BENZYL-2-HYDROXY-3-[(1,1,5-TRIMETHYLHEXYL)AMINO]PROPYL}-3-(ETHYLAMINO)-5-(2-OXOPYRROLIDIN-1-YL)BENZAMIDE	C32 H48 N4 O3
C44	1	N-{(1S,2R)-1-BENZYL-2-HYDROXY-3-[(1S)-1,2,3,4-TETRAHYDRONAPHTHALEN-1-YLAMINO]PROPYL}-3-(1,1-DIOXIDO-1,2-THIAZINAN-2-YL)-5-(ETHYLAMINO)BENZAMIDE	C33 H42 N4 O4 S
505	1	(2R)-1-(2,6-DIMETHYLPHENOXY)PROPAN-2-AMINE	C11 H17 N O
L1O	1	4-(2-AMINOETHOXY)-3,5-DICHLOROBENZOIC ACID	C9 H9 CL2 N O3
L1R	1	4-(2-AMINOETHOXY)-3,5-DICHLORO-N-[3-(1-METHYLETHOXY)PHENYL]BENZAMIDE	C18 H20 CL2 N2 O3
D55	1	4-(2-AMINOETHOXY)-N-(2,5-DIETHOXYPHENYL)-3,5-DIMETHYLBENZAMIDE	C21 H28 N2 O4
VG2	1	4-(2-AMINOETHOXY)-N-(3-CHLORO-5-PIPERIDIN-1-YLPHENYL)-3,5-DIMETHYLBENZAMIDE	C22 H28 CL N3 O2
D56	1	4-(2-AMINOETHOXY)-N-(3-CHLORO-2-ETHOXY-5-PIPERIDIN-1-YLPHENYL)-3,5-DIMETHYLBENZAMIDE	C24 H32 CL N3 O3
VG3	1	N-[(1S,2R)-1-BENZYL-3-{[(1S)-2-(CYCLOHEXYLAMINO)-1-METHYL-2-OXOETHYL]AMINO}-2-HYDROXYPROPYL]-3-(PENTYLSULFONYL)BENZAMIDE	C31 H45 N3 O5 S
VG4	1	N-[(1S,2R)-1-BENZYL-3-{[(1S)-2-(CYCLOHEXYLAMINO)-1-METHYL-2-OXOETHYL]AMINO}-2-HYDROXYPROPYL]-3-(2-OXO-2,3-DIHYDRO-1H-PYRROL-1-YL)-5-PROPOXYBENZAMIDE	C33 H44 N4 O5
VG6	1	N-[(1S,2R)-1-BENZYL-2-HYDROXY-3-{[3-(TRIFLUOROMETHYL)BENZYL]AMINO}PROPYL]-3-(ETHYLAMINO)-5-(2-OXOPYRROLIDIN-1-YL)BENZAMIDE	C31 H35 F3 N4 O3
HA2	1	6-[{(2S)-2-AMINO-3-[4-(BENZYLOXY)PHENYL]PROPYL}(HYDROXY)AMINO]-6-OXOHEXANOIC ACID)	C22 H28 N2 O5
VG7	1	N-[(1S,2R)-1-BENZYL-3-(CYCLOHEXYLAMINO)-2-HYDROXYPROPYL]-3-(ETHYLAMINO)-5-(2-OXOPYRROLIDIN-1-YL)BENZAMIDE	C29 H40 N4 O3
A0A	1	(2S)-2-AMINO-4-(FORMYLOXY)-4-OXOBUTANOIC ACID	C5 H7 N O5
ALK	1	(1R)-1-[DIHYDROXY(METHOXY)-LAMBDA^5^-PHOSPHANYL]ETHANOL	C3 H10 O4 P
ALU	1	METHYL HYDROGEN (S)-ACETYLPHOSPHONATE	C3 H7 O4 P
GZL	1	BETA-D-GALACTOFURANOSE	C6 H12 O6
CF2	1	2'-DEOXY-5'-O-{[2-(7,8-DIMETHYL-2,4-DIOXO-3,4-DIHYDROBENZO[G]PTERIDIN-10(2H)-YL)ETHYL]CARBAMOYL}GUANOSINE	C25 H26 N10 O7
CF4	1	[4-(7,8-DIMETHYL-2,4-DIOXO-3,4-DIHYDROBENZO[G]PTERIDIN-10(2H)-YL)BUTYL]CARBAMIC ACID	C17 H19 N5 O4
BSD	1	N-{(1S,2R)-1-BENZYL-2-HYDROXY-3-[(3-METHOXYBENZYL)AMINO]PROPYL}-5-[METHYL(METHYLSULFONYL)AMINO]-N'-[(1R)-1-PHENYLETHYL]BENZENE-1,3-DICARBOXAMIDE	C36 H42 N4 O6 S
DBE	1	BIS(4-HYDROXYPHENYL)METHANONE	C13 H10 O3
