attribute,importance
part_00_density_E3_E1,0.0351069048047
local_near_cut_count_N,0.0306989960372
delta_density_sqrt_E1_1,0.0267914514989
delta_electrons_1,0.0258444063365
delta_volume_1,0.0240029562265
delta_density_sqrt_E2_1,0.0234264936298
local_near_cut_count_C,0.0233483109623
local_near_cut_count_O,0.0231679715216
part_00_density_E3_E2,0.0230241157115
delta_electrons_2,0.0223376769572
part_00_density_sqrt_E2,0.0221422221512
shape_segments_count_over_volume_00,0.0221328400075
resolution,0.0217716377228
delta_density_sqrt_E3_1,0.0207318160683
local_mean,0.0206875130534
delta_std_1,0.0194303449243
part_00_shape_O5_norm,0.0189805366099
part_00_density_Z_6_0,0.0181351266801
part_00_density_Z_7_0,0.0171714015305
part_00_shape_Z_1_0,0.0171542018652
part_00_density_E2_E1,0.0168508552015
part_00_density_sqrt_E3,0.0164933018386
part_00_shape_Z_4_0,0.0163583084941
part_00_density_O3_norm,0.0163421500474
std_over_resolution_00,0.0163140036166
part_00_shape_sqrt_E3,0.0161446090788
volume_over_resolution_00,0.0160393249243
delta_std_2,0.0155139407143
part_00_shape_E2_E1,0.0152720976621
part_00_shape_Z_3_1,0.0152121577412
delta_skewness_2,0.0151699390262
part_00_density_I6,0.0151199027896
part_00_density_sqrt_E1,0.0150922788307
delta_skewness_1,0.0148916104808
electrons_over_resolution_00,0.0148420957848
part_00_density_I5_norm,0.0147524466738
part_00_shape_CI,0.0144308572635
part_00_density_Z_3_0,0.0143641419709
part_00_density_I4_norm,0.0141905779019
part_00_mean,0.014055583626
delta_volume_2,0.0139732314274
part_00_density_CI,0.0139143345878
part_00_density_Z_5_0,0.0137235699221
delta_shape_segments_count_2,0.0134301260114
part_00_shape_FL,0.0133811319247
part_00_shape_sqrt_E1,0.012879723683
percent_cut,0.0128229120746
skewness_over_volume_00,0.0127478567883
part_00_shape_Z_4_2,0.0121250059456
part_00_density_O4_norm,0.0120254540816
delta_mean_2,0.0117955990136
part_00_density_I2_norm,0.0117049068213
part_00_shape_Z_2_0,0.0113478759304
delta_mean_1,0.0112900212407
local_electrons,0.0110179465264
part_00_electrons,0.010599412024
part_00_volume,0.0105968061835
std_over_volume_01,0.0104555571452
part_00_shape_Z_2_1,0.00944440159947
local_cut_by_mainchain_volume,0.00718702282757
