attribute,importance
part_00_density_E3_E1,0.0519165757495
delta_electrons_2,0.0284607892456
delta_electrons_1,0.0280437927432
local_near_cut_count_N,0.0273011249511
shape_segments_count_over_volume_00,0.0270633492921
delta_volume_1,0.0237837852438
part_00_density_sqrt_E1,0.0220498375967
part_00_density_O3_norm,0.0217925799978
part_00_density_sqrt_E2,0.0217531866388
part_00_shape_sqrt_E1,0.0214564235539
local_near_cut_count_C,0.0213134746392
volume_over_resolution_00,0.020091800827
part_00_density_sqrt_E3,0.0195188428132
delta_density_sqrt_E1_1,0.0192930913086
part_00_density_E3_E2,0.0192160638018
part_00_density_Z_6_0,0.0183802995011
part_00_density_E2_E1,0.0183520654733
part_00_shape_sqrt_E3,0.018268594306
delta_volume_2,0.0172632928932
delta_skewness_1,0.0172071013142
part_00_shape_E2_E1,0.0170579961946
local_near_cut_count_O,0.0170221536005
part_00_density_Z_7_0,0.0160487282479
delta_std_1,0.0159311249873
delta_density_sqrt_E2_1,0.015864862574
delta_density_sqrt_E3_1,0.0156921752373
delta_skewness_2,0.0156851955488
part_00_density_Z_5_0,0.0155159269624
part_00_shape_Z_4_0,0.0153758777872
delta_std_2,0.0151835532613
percent_cut,0.0151744308369
part_00_shape_O5_norm,0.0150628045839
part_00_density_I4_norm,0.0149932257841
part_00_density_CI,0.0148331421209
part_00_electrons,0.0147564624053
part_00_shape_CI,0.0146563034478
part_00_shape_Z_1_0,0.0145920142583
local_mean,0.0145912335705
part_00_density_O4_norm,0.0144761410123
part_00_density_Z_3_0,0.0143247447985
part_00_shape_Z_3_1,0.0142349944749
part_00_volume,0.0141589920857
local_electrons,0.0141587789845
part_00_shape_Z_4_2,0.0136549906404
part_00_shape_Z_2_0,0.0134150596081
part_00_density_I5_norm,0.0132321360579
electrons_over_resolution_00,0.0122587206527
part_00_shape_Z_2_1,0.0121271205829
std_over_resolution_00,0.0118389360988
delta_shape_segments_count_2,0.0117495644452
local_cut_by_mainchain_volume,0.0115000568738
part_00_density_I2_norm,0.0112500547156
resolution,0.0111460668676
skewness_over_volume_00,0.0110099532225
part_00_mean,0.00998054397693
delta_mean_1,0.0098740692313
delta_mean_2,0.00979682816295
std_over_volume_01,0.00960496258127
part_00_density_I6,0.00951699446174
part_00_shape_FL,0.00612700716543
