attribute,importance
part_00_density_O3_norm,0.0645805069904
part_00_density_E3_E1,0.0608807492097
delta_electrons_2,0.0458120392817
delta_electrons_1,0.0289886378781
shape_segments_count_over_volume_00,0.0274410539608
delta_skewness_1,0.0268441041446
part_00_shape_sqrt_E1,0.0262117157352
local_electrons,0.0257789246348
part_00_density_O4_norm,0.0239184579519
part_00_density_sqrt_E2,0.023707517966
local_near_cut_count_N,0.0226737008075
part_00_density_sqrt_E3,0.0226503597108
part_00_density_sqrt_E1,0.0220607542002
part_00_density_Z_6_0,0.0206305014423
delta_skewness_2,0.0204811709175
part_00_shape_sqrt_E3,0.0202793151653
volume_over_resolution_00,0.0197514851148
part_00_electrons,0.0196871868043
local_near_cut_count_O,0.0195848424514
delta_density_sqrt_E1_1,0.0192970900998
part_00_density_E3_E2,0.0185704294225
delta_std_1,0.0170375361306
part_00_density_E2_E1,0.0167752860876
part_00_density_I4_norm,0.0166633682081
part_00_shape_E2_E1,0.0158251790754
delta_std_2,0.0142781308115
delta_volume_1,0.0141846544102
part_00_density_Z_5_0,0.0139177525961
part_00_density_Z_7_0,0.0139112579469
delta_density_sqrt_E2_1,0.0136568140935
part_00_shape_Z_4_0,0.0129885891989
delta_density_sqrt_E3_1,0.0129369634961
part_00_shape_O5_norm,0.0125608716731
part_00_density_I5_norm,0.0124378393144
part_00_density_Z_3_0,0.0122538038875
part_00_shape_Z_1_0,0.011647183969
part_00_shape_Z_3_1,0.0114462006914
part_00_density_CI,0.0113988210999
part_00_shape_CI,0.0113623245959
local_mean,0.0110056392561
electrons_over_resolution_00,0.0107716806004
part_00_density_I2_norm,0.0103469746245
delta_shape_segments_count_2,0.00971113349319
part_00_shape_Z_4_2,0.00960538022244
part_00_shape_Z_2_0,0.00912598062531
std_over_resolution_00,0.00902393897949
delta_volume_2,0.00897798942985
skewness_over_volume_00,0.00863895284615
delta_mean_2,0.00851522418449
part_00_shape_Z_2_1,0.00838635426014
delta_mean_1,0.0083560144703
part_00_density_I6,0.00830586329148
resolution,0.0082309712976
part_00_mean,0.00819508566314
part_00_volume,0.00810023529033
local_near_cut_count_C,0.00771102150566
std_over_volume_01,0.00769820957144
part_00_shape_FL,0.0058601913415
percent_cut,0.00419042255772
local_cut_by_mainchain_volume,0.00412961531302
