attribute,importance
part_00_density_O3_norm,0.0650867321836
part_00_density_E3_E1,0.0603094162968
delta_electrons_2,0.0462311603041
delta_electrons_1,0.0315421652724
shape_segments_count_over_volume_00,0.0268753627417
part_00_shape_sqrt_E1,0.0265681146977
part_00_density_O4_norm,0.0255088106177
delta_skewness_1,0.0252391844971
part_00_density_sqrt_E2,0.0234968188606
part_00_density_sqrt_E1,0.0234521636119
local_electrons,0.022545672867
local_near_cut_count_N,0.0223595376968
part_00_density_sqrt_E3,0.0223232027267
part_00_density_Z_6_0,0.0208624249942
volume_over_resolution_00,0.0207698314177
delta_skewness_2,0.020731054995
local_near_cut_count_O,0.019840048174
part_00_shape_sqrt_E3,0.0195437633009
part_00_density_E3_E2,0.0189025177193
delta_density_sqrt_E1_1,0.0188739284018
part_00_electrons,0.0188356604223
delta_std_1,0.016776894867
part_00_density_E2_E1,0.0161763515498
delta_std_2,0.0160958578949
part_00_shape_E2_E1,0.0160659483778
part_00_density_I4_norm,0.0155028577613
part_00_density_Z_7_0,0.0139818167947
part_00_density_Z_5_0,0.0138104643387
delta_density_sqrt_E2_1,0.0137893104414
delta_density_sqrt_E3_1,0.013314352309
delta_volume_1,0.0132105561353
part_00_shape_Z_4_0,0.0129989437709
electrons_over_resolution_00,0.0125416673182
part_00_shape_O5_norm,0.012452929095
part_00_density_Z_3_0,0.0122631143792
part_00_density_I5_norm,0.01191647418
part_00_shape_Z_3_1,0.0117089844673
part_00_shape_Z_1_0,0.0116532425396
part_00_density_CI,0.0115723817273
part_00_shape_CI,0.0113663473955
local_mean,0.011307480734
part_00_density_I2_norm,0.0103263135163
delta_shape_segments_count_2,0.00973794815568
part_00_shape_Z_4_2,0.00964338758502
std_over_resolution_00,0.00940690354439
delta_volume_2,0.00894003491396
skewness_over_volume_00,0.00866080322851
delta_mean_2,0.00857429991261
part_00_shape_Z_2_0,0.00850817237061
delta_mean_1,0.00848564387197
part_00_shape_Z_2_1,0.00830250517833
resolution,0.00813569595196
part_00_mean,0.00809761985431
part_00_volume,0.00794053599746
local_near_cut_count_C,0.00779215481096
std_over_volume_01,0.00763359838555
part_00_density_I6,0.00705867614115
part_00_shape_FL,0.00609630161094
percent_cut,0.00434219837212
local_cut_by_mainchain_volume,0.00391365872193
