attribute,importance
delta_electrons_1,0.0360007584095
shape_segments_count_over_volume_00,0.0306595172733
part_00_density_E3_E1,0.0300023443997
delta_density_sqrt_E1_1,0.0291945692152
part_00_density_E3_E2,0.0268448330462
local_near_cut_count_N,0.0241391286254
delta_density_sqrt_E3_1,0.0233570244163
part_00_density_O3_norm,0.0226057246327
delta_std_1,0.02259032242
delta_density_sqrt_E2_1,0.0225509610027
local_mean,0.0217089578509
part_00_density_sqrt_E2,0.0205725952983
part_00_shape_sqrt_E3,0.0200506225228
delta_electrons_2,0.0195817016065
part_00_density_sqrt_E3,0.0191812384874
part_00_density_Z_6_0,0.019066574052
std_over_resolution_00,0.0185959432274
delta_skewness_2,0.0185600034893
local_near_cut_count_O,0.0184898376465
part_00_shape_O5_norm,0.0184795688838
resolution,0.0182485319674
delta_volume_1,0.0179062541574
part_00_mean,0.0177898798138
delta_skewness_1,0.0177043098956
delta_std_2,0.0173500515521
part_00_density_Z_7_0,0.0172918643802
part_00_shape_Z_4_0,0.0168708637357
part_00_shape_Z_1_0,0.0168674401939
part_00_density_I5_norm,0.0161811746657
part_00_density_E2_E1,0.0158457420766
part_00_shape_E2_E1,0.0158269163221
part_00_density_CI,0.0150482356548
part_00_shape_Z_3_1,0.0149387065321
part_00_density_sqrt_E1,0.0148137751967
part_00_density_Z_5_0,0.0147658567876
part_00_shape_sqrt_E1,0.014704246074
part_00_density_I4_norm,0.014620388858
skewness_over_volume_00,0.0146101200953
part_00_shape_CI,0.0145450877026
part_00_density_Z_3_0,0.0142832454294
part_00_density_O4_norm,0.0138211706653
delta_mean_2,0.0136277833953
electrons_over_resolution_00,0.0135422144085
part_00_density_I2_norm,0.013446376659
delta_shape_segments_count_2,0.0133231561631
delta_mean_1,0.013131480664
part_00_density_I6,0.0129534965381
local_near_cut_count_C,0.0129021545872
part_00_shape_FL,0.0127156134695
volume_over_resolution_00,0.0120259243995
std_over_volume_01,0.0118530737236
delta_volume_2,0.0111873438582
part_00_shape_Z_4_2,0.0106995981187
part_00_shape_Z_2_0,0.00997225847095
part_00_electrons,0.00883076246828
local_electrons,0.00808459706604
part_00_volume,0.0079391291365
part_00_shape_Z_2_1,0.00775258801877
percent_cut,0.00613703764975
local_cut_by_mainchain_volume,0.00360931758769
