attribute,importance
part_00_density_E3_E1,0.0347357913852
delta_density_sqrt_E1_1,0.0271078888327
delta_electrons_1,0.0257249381393
delta_volume_1,0.0247473344207
local_near_cut_count_O,0.024362038821
delta_electrons_2,0.02358927764
delta_density_sqrt_E2_1,0.0230674184859
part_00_density_sqrt_E2,0.0230137705803
local_near_cut_count_C,0.0228007994592
part_00_density_E3_E2,0.0224664416164
shape_segments_count_over_volume_00,0.0223987046629
local_near_cut_count_N,0.0215218961239
volume_over_resolution_00,0.0215099733323
resolution,0.0213858764619
local_mean,0.0209062881768
delta_density_sqrt_E3_1,0.0207832753658
part_00_shape_O5_norm,0.0205486286432
delta_std_1,0.0196073334664
part_00_density_Z_6_0,0.0181972868741
part_00_shape_sqrt_E3,0.0178678072989
part_00_shape_Z_4_0,0.0172310639173
part_00_shape_Z_1_0,0.0169958751649
std_over_resolution_00,0.0168002471328
part_00_density_Z_7_0,0.0167980790138
part_00_shape_E2_E1,0.0162236560136
part_00_density_sqrt_E3,0.015947824344
part_00_density_E2_E1,0.0159212723374
delta_std_2,0.0155446454883
delta_skewness_2,0.0152406347916
part_00_shape_Z_3_1,0.0151479681954
part_00_density_I5_norm,0.0150769781321
part_00_density_O3_norm,0.0149881048128
delta_skewness_1,0.0149691384286
part_00_density_sqrt_E1,0.0149599257857
electrons_over_resolution_00,0.0148417893797
part_00_density_I6,0.0148396221921
part_00_density_Z_3_0,0.014305842109
part_00_shape_CI,0.0141622368246
delta_volume_2,0.0141313476488
part_00_density_CI,0.0139812389389
part_00_mean,0.0138040352613
part_00_density_I4_norm,0.013579685241
part_00_density_Z_5_0,0.0134891858324
part_00_shape_FL,0.0134517941624
delta_shape_segments_count_2,0.0131916785613
skewness_over_volume_00,0.0130404857919
percent_cut,0.0129705797881
part_00_shape_sqrt_E1,0.0129012158141
part_00_density_O4_norm,0.0120038148016
part_00_shape_Z_4_2,0.0118499128148
delta_mean_2,0.0116743342951
part_00_shape_Z_2_0,0.0115198912099
part_00_density_I2_norm,0.0114082572982
delta_mean_1,0.0114044640213
part_00_volume,0.0109503446147
std_over_volume_01,0.0106745138764
local_electrons,0.0103184795007
part_00_electrons,0.0102312322706
part_00_shape_Z_2_1,0.00958690326661
local_cut_by_mainchain_volume,0.00749892974272
