attribute,importance
part_00_density_E3_E1,0.0514784608107
delta_electrons_1,0.0301646911664
local_near_cut_count_N,0.0277751180897
shape_segments_count_over_volume_00,0.0268987494142
delta_electrons_2,0.0262807286571
delta_volume_1,0.023875076853
part_00_density_sqrt_E2,0.0226670506237
part_00_density_O3_norm,0.0218481624577
part_00_density_sqrt_E1,0.0217271840823
part_00_shape_sqrt_E1,0.021277818734
local_near_cut_count_C,0.0209497302418
volume_over_resolution_00,0.0200383600804
part_00_density_sqrt_E3,0.0198895591154
part_00_density_E3_E2,0.0196923140561
delta_density_sqrt_E1_1,0.0195055578266
part_00_density_Z_6_0,0.018804354859
part_00_density_E2_E1,0.0186376745764
part_00_shape_sqrt_E3,0.0181895373289
delta_volume_2,0.0177531902863
part_00_shape_E2_E1,0.0171074467703
delta_skewness_1,0.0170413124908
local_near_cut_count_O,0.016820038054
delta_std_1,0.0163907008195
part_00_density_Z_7_0,0.0162220824082
delta_density_sqrt_E3_1,0.0158488176278
delta_density_sqrt_E2_1,0.0158281457138
part_00_density_Z_5_0,0.0153682156215
part_00_shape_Z_4_0,0.0153202215001
part_00_shape_O5_norm,0.0150709052191
part_00_density_CI,0.0149411264812
part_00_density_I4_norm,0.0149011251827
delta_skewness_2,0.0147743875157
local_mean,0.0147597271076
delta_std_2,0.014757455599
part_00_electrons,0.0147225773165
percent_cut,0.0147049963062
part_00_shape_CI,0.0146990779041
part_00_shape_Z_1_0,0.0145294107183
part_00_density_O4_norm,0.0143538748325
part_00_density_Z_3_0,0.01424963049
part_00_shape_Z_3_1,0.0141421940798
local_electrons,0.0141161068536
part_00_shape_Z_4_2,0.0141160500595
part_00_volume,0.0135242789312
part_00_density_I5_norm,0.0130970633864
part_00_shape_Z_2_0,0.0129919050911
electrons_over_resolution_00,0.0123341789883
std_over_resolution_00,0.0119075256149
local_cut_by_mainchain_volume,0.0119008336648
delta_shape_segments_count_2,0.0117440080384
part_00_shape_Z_2_1,0.0115306792257
resolution,0.0113133677629
part_00_density_I2_norm,0.0112428397119
skewness_over_volume_00,0.0108314351139
part_00_mean,0.0101531692831
delta_mean_2,0.00993818682732
delta_mean_1,0.00983469643764
std_over_volume_01,0.00962748301466
part_00_density_I6,0.00960881966167
part_00_shape_FL,0.00618058331438
