attribute,importance
delta_electrons_1,0.0299265310168
resolution,0.0273055508733
delta_density_sqrt_E1_1,0.0251560080796
local_near_cut_count_C,0.0249591805041
delta_density_sqrt_E3_1,0.024287533015
local_mean,0.024008186534
delta_density_sqrt_E2_1,0.0231877360493
part_00_density_E3_E2,0.0225451719016
shape_segments_count_over_volume_00,0.0225018840283
delta_std_1,0.0220290925354
local_near_cut_count_N,0.0218890812248
local_near_cut_count_O,0.0211633238941
part_00_density_E3_E1,0.0208981819451
part_00_density_sqrt_E2,0.0206878259778
std_over_resolution_00,0.0206580664963
part_00_mean,0.0199722144753
part_00_density_Z_6_0,0.0196150839329
part_00_shape_O5_norm,0.0190793890506
part_00_shape_Z_1_0,0.0185085237026
delta_volume_1,0.0184456203133
delta_electrons_2,0.0183225180954
delta_skewness_1,0.018210913986
delta_std_2,0.0178233478218
part_00_density_Z_7_0,0.01774421148
delta_skewness_2,0.0175906717777
part_00_shape_Z_4_0,0.016624122858
part_00_density_I5_norm,0.0159037746489
skewness_over_volume_00,0.0151124075055
part_00_shape_Z_3_1,0.0151103790849
part_00_density_Z_3_0,0.0150420637801
part_00_shape_CI,0.0148472664878
part_00_density_CI,0.0148405022919
electrons_over_resolution_00,0.0148175051436
part_00_shape_E2_E1,0.0147877447307
part_00_density_Z_5_0,0.0147606888786
part_00_density_O3_norm,0.0147045496851
part_00_density_E2_E1,0.0146734360605
part_00_density_I4_norm,0.014632852748
part_00_density_O4_norm,0.0146044446155
part_00_density_sqrt_E3,0.0145178679377
delta_mean_1,0.0144799910486
part_00_shape_sqrt_E3,0.0140924239531
delta_shape_segments_count_2,0.0139544419944
delta_mean_2,0.0138496020809
percent_cut,0.0133761344478
volume_over_resolution_00,0.0132280066609
part_00_shape_FL,0.0130460606888
part_00_density_I2_norm,0.0130453836173
part_00_density_sqrt_E1,0.0130081828684
delta_volume_2,0.0127782132477
part_00_density_I6,0.0127511573955
part_00_shape_sqrt_E1,0.0123243601993
std_over_volume_01,0.0113503700122
local_electrons,0.0109161324799
part_00_shape_Z_2_0,0.0108904298395
part_00_shape_Z_4_2,0.0105603551492
part_00_electrons,0.00953428354114
part_00_volume,0.00933677982539
part_00_shape_Z_2_1,0.00835940800607
local_cut_by_mainchain_volume,0.00762282777578
