attribute,importance
delta_electrons_1,0.0300921369344
resolution,0.0273340456188
delta_density_sqrt_E1_1,0.0260929726064
local_near_cut_count_C,0.0253726765513
delta_density_sqrt_E3_1,0.0243926681578
local_mean,0.0243629105389
part_00_density_E3_E2,0.0230528507382
delta_density_sqrt_E2_1,0.0228830911219
shape_segments_count_over_volume_00,0.0223440527916
delta_std_1,0.0220180600882
local_near_cut_count_O,0.0216880086809
part_00_density_E3_E1,0.0212057828903
std_over_resolution_00,0.0206998847425
local_near_cut_count_N,0.0205186270177
part_00_density_sqrt_E2,0.020177077502
part_00_mean,0.0201730206609
part_00_density_Z_6_0,0.0196048989892
part_00_shape_O5_norm,0.0191125273705
part_00_shape_Z_1_0,0.0187229588628
delta_volume_1,0.0184490438551
delta_electrons_2,0.0182589944452
delta_skewness_1,0.0182454679161
delta_skewness_2,0.0178301986307
part_00_density_Z_7_0,0.0175150260329
delta_std_2,0.0172762796283
part_00_shape_Z_4_0,0.0167683530599
part_00_density_I5_norm,0.0159723088145
skewness_over_volume_00,0.0155110480264
part_00_density_Z_3_0,0.0150484358892
part_00_shape_Z_3_1,0.0149855362251
electrons_over_resolution_00,0.014969304204
part_00_density_CI,0.0148962605745
part_00_shape_E2_E1,0.0148752937093
part_00_density_O3_norm,0.0148374196142
part_00_density_E2_E1,0.0148245692253
part_00_density_I4_norm,0.0146243739873
part_00_shape_CI,0.0146115235984
part_00_density_sqrt_E3,0.0145526826382
delta_mean_1,0.0145425377414
part_00_density_O4_norm,0.0145175131038
part_00_density_Z_5_0,0.0144065944478
delta_mean_2,0.0141725828871
part_00_shape_sqrt_E3,0.0138831119984
delta_shape_segments_count_2,0.0137762511149
percent_cut,0.0131634920835
part_00_density_I2_norm,0.0131492894143
volume_over_resolution_00,0.0131425261497
part_00_shape_FL,0.0128374993801
part_00_density_sqrt_E1,0.0125845503062
part_00_density_I6,0.0125155644491
delta_volume_2,0.0125013608485
part_00_shape_sqrt_E1,0.012217300944
std_over_volume_01,0.0116674406454
local_electrons,0.0107807666063
part_00_shape_Z_2_0,0.0107144862413
part_00_shape_Z_4_2,0.0105332285166
part_00_electrons,0.00975882634521
part_00_volume,0.00927659962326
part_00_shape_Z_2_1,0.00823369249701
local_cut_by_mainchain_volume,0.00772441271693
