attribute,importance
delta_electrons_1,0.034023784101
delta_density_sqrt_E1_1,0.0305282026529
part_00_density_E3_E1,0.0299416147172
shape_segments_count_over_volume_00,0.0296731181443
part_00_density_E3_E2,0.0269915759563
delta_density_sqrt_E3_1,0.0248094014823
local_near_cut_count_N,0.0240278560668
delta_density_sqrt_E2_1,0.023853417486
part_00_shape_sqrt_E3,0.0222321785986
delta_std_1,0.0220799744129
part_00_density_O3_norm,0.0220355093479
local_mean,0.0211051795632
part_00_density_sqrt_E2,0.0209512636065
delta_electrons_2,0.0202073398978
part_00_density_Z_6_0,0.0190427172929
part_00_shape_O5_norm,0.0187810603529
delta_skewness_2,0.0187776405364
std_over_resolution_00,0.0187297556549
part_00_density_sqrt_E3,0.0182714313269
local_near_cut_count_O,0.0182491987944
delta_volume_1,0.0182440690696
resolution,0.0180473998189
delta_std_2,0.0178079754114
delta_skewness_1,0.0175446104258
part_00_mean,0.0174933038652
part_00_shape_Z_1_0,0.0172094162554
part_00_shape_Z_4_0,0.0170708931983
part_00_density_Z_7_0,0.0169340800494
part_00_density_I5_norm,0.0160105898976
part_00_density_E2_E1,0.015907978639
part_00_shape_E2_E1,0.0155591052026
part_00_density_sqrt_E1,0.0149468649179
part_00_shape_sqrt_E1,0.0148784583434
part_00_density_CI,0.0148699078709
part_00_shape_Z_3_1,0.0148186022416
skewness_over_volume_00,0.0148032112047
part_00_shape_CI,0.0146150924265
part_00_density_I4_norm,0.0145483957604
part_00_density_Z_3_0,0.0145312948152
delta_shape_segments_count_2,0.0139703592286
part_00_density_Z_5_0,0.0138027630746
part_00_density_O4_norm,0.0136659499258
part_00_density_I2_norm,0.0136146442965
delta_mean_2,0.0134658599272
electrons_over_resolution_00,0.0134282363579
delta_mean_1,0.0130639709532
local_near_cut_count_C,0.0125030353665
volume_over_resolution_00,0.0124568613246
part_00_density_I6,0.0124277882278
part_00_shape_FL,0.0120925949886
delta_volume_2,0.0116171687841
std_over_volume_01,0.0115709938109
part_00_shape_Z_4_2,0.0109946681187
part_00_shape_Z_2_0,0.0100198723376
part_00_electrons,0.00836271978915
local_electrons,0.00809764396399
part_00_volume,0.00763589842245
part_00_shape_Z_2_1,0.0076341885142
percent_cut,0.00602150009945
local_cut_by_mainchain_volume,0.0033998133149
