attribute,importance
part_00_density_E3_E1,0.0357070378959
delta_density_sqrt_E1_1,0.0265080649406
delta_electrons_1,0.0253098923713
delta_volume_1,0.0245289709419
local_near_cut_count_O,0.0241366159171
delta_electrons_2,0.0231689866632
local_near_cut_count_C,0.0231110807508
part_00_density_E3_E2,0.0224979240447
shape_segments_count_over_volume_00,0.022349640727
delta_density_sqrt_E2_1,0.0223420634866
part_00_density_sqrt_E2,0.022252228111
volume_over_resolution_00,0.021666130051
resolution,0.021590905264
local_near_cut_count_N,0.0212072096765
local_mean,0.0209241732955
delta_density_sqrt_E3_1,0.0207964535803
delta_std_1,0.0199181195349
part_00_shape_O5_norm,0.0197151768953
part_00_density_Z_6_0,0.0184168871492
part_00_shape_Z_4_0,0.0175964590162
part_00_shape_sqrt_E3,0.0175726469606
part_00_shape_Z_1_0,0.0169086195529
part_00_density_Z_7_0,0.0168907605112
std_over_resolution_00,0.016881018877
part_00_shape_E2_E1,0.016380969435
part_00_density_E2_E1,0.0159729197621
part_00_density_sqrt_E3,0.0159480255097
delta_std_2,0.0156400930136
part_00_shape_Z_3_1,0.0156162818894
part_00_density_O3_norm,0.0154458107427
electrons_over_resolution_00,0.0154376924038
delta_skewness_2,0.015308891423
delta_skewness_1,0.0150193609297
part_00_density_I6,0.0149598307908
part_00_density_I5_norm,0.0149273602292
part_00_density_sqrt_E1,0.0149067956954
part_00_shape_CI,0.0143574979156
part_00_mean,0.0141264144331
part_00_density_Z_3_0,0.0141063900664
part_00_density_CI,0.0140712140128
delta_volume_2,0.0140452375636
part_00_density_I4_norm,0.0134656336159
part_00_density_Z_5_0,0.0133649744093
delta_shape_segments_count_2,0.0133417034522
skewness_over_volume_00,0.013294079341
part_00_shape_FL,0.0131360553205
percent_cut,0.0130261955783
part_00_shape_sqrt_E1,0.0127821238711
part_00_density_O4_norm,0.0121381198987
part_00_shape_Z_4_2,0.0119714364409
delta_mean_2,0.0118821421638
part_00_density_I2_norm,0.0117013882846
delta_mean_1,0.0113929156214
part_00_shape_Z_2_0,0.0112370559946
part_00_volume,0.0108279241249
local_electrons,0.0104166269302
std_over_volume_01,0.0104036387056
part_00_electrons,0.0102802496403
part_00_shape_Z_2_1,0.00957563426346
local_cut_by_mainchain_volume,0.00749425683171
