attribute,importance
delta_electrons_1,0.0302009619772
resolution,0.0272669773549
delta_density_sqrt_E1_1,0.0261341128498
local_near_cut_count_C,0.0252021960914
delta_density_sqrt_E3_1,0.0242601651698
local_mean,0.0241785719991
delta_density_sqrt_E2_1,0.0230463817716
part_00_density_E3_E2,0.0229917615652
shape_segments_count_over_volume_00,0.0225952584296
local_near_cut_count_N,0.0218440610915
delta_std_1,0.0216444619
part_00_density_E3_E1,0.0209917146713
part_00_density_sqrt_E2,0.0209087729454
local_near_cut_count_O,0.0206795036793
std_over_resolution_00,0.0200665425509
part_00_mean,0.0199647191912
part_00_density_Z_6_0,0.0197651199996
part_00_shape_O5_norm,0.0194427929819
delta_volume_1,0.0190678685904
delta_electrons_2,0.0184704158455
delta_skewness_1,0.0184387229383
part_00_shape_Z_1_0,0.0183375757188
delta_skewness_2,0.0177643988281
delta_std_2,0.0172822568566
part_00_density_Z_7_0,0.017245169729
part_00_shape_Z_4_0,0.0166234429926
part_00_density_I5_norm,0.0160030648112
electrons_over_resolution_00,0.0152478208765
part_00_shape_Z_3_1,0.0152174765244
part_00_shape_E2_E1,0.0151493698359
part_00_density_Z_3_0,0.0150030413643
skewness_over_volume_00,0.0148870572448
part_00_shape_CI,0.014862107113
part_00_density_CI,0.0148081611842
part_00_density_Z_5_0,0.0147427516058
delta_mean_1,0.0146861085668
part_00_density_O3_norm,0.0146665535867
part_00_density_E2_E1,0.0146126076579
part_00_density_I4_norm,0.0146004697308
part_00_density_sqrt_E3,0.0144595354795
part_00_density_O4_norm,0.0143725480884
delta_shape_segments_count_2,0.0141055155545
delta_mean_2,0.0135964006186
part_00_shape_sqrt_E3,0.013584936969
percent_cut,0.013252495788
volume_over_resolution_00,0.0131553923711
part_00_density_I2_norm,0.0130326654762
part_00_shape_FL,0.0129557922482
part_00_density_sqrt_E1,0.0128964520991
part_00_density_I6,0.0128398090601
delta_volume_2,0.0123340655118
part_00_shape_sqrt_E1,0.0122106643394
std_over_volume_01,0.0113030234352
local_electrons,0.010840437375
part_00_shape_Z_2_0,0.0106772510335
part_00_shape_Z_4_2,0.0106570208445
part_00_electrons,0.00976017024368
part_00_volume,0.0091276532039
part_00_shape_Z_2_1,0.00845872424543
local_cut_by_mainchain_volume,0.00747893052176
